iteration,fitness,mean fitness
0,47.854,26.918
1,47.854,23.636
2,53.233,27.634
3,54.038,26.519
4,54.038,23.041
5,54.038,21.959
6,54.038,21.926
7,54.038,20.224
8,54.038,27.477
9,54.038,23.508
10,54.038,31.082
11,54.038,26.822
12,54.038,26.614
13,54.038,36.338
14,54.038,29.854
15,54.038,36.876
16,54.038,39.565
17,54.038,34.882
18,54.038,40.811
19,54.038,39.897
20,54.038,41.148
21,54.038,39.177
22,54.038,42.259
23,54.038,41.817
24,54.038,41.331
25,54.038,37.866
26,54.038,39.826
27,54.038,41.051
28,54.038,40.615
29,54.038,43.051
30,54.038,41.455
31,54.038,41.794
32,54.038,43.678
33,54.038,41.527
34,54.073,40.345
35,54.073,43.252
36,54.073,43.906
37,54.073,44.566
38,54.073,44.067
39,54.073,43.866
40,54.073,43.763
41,54.073,45.002
42,54.073,44.965
43,54.073,42.24
44,54.073,42.72
45,54.073,42.553
46,54.073,41.405
47,54.073,40.994
48,54.073,42.166
49,54.073,45.033
50,54.073,44.612
51,54.073,44.59
52,54.073,41.668
53,54.073,44.134
54,54.073,45.459
55,54.073,43.816
56,54.073,44.287
57,54.073,43.95
58,54.073,45.164
59,55.598,44.865
60,55.598,45.29
61,55.598,43.532
62,55.598,44.774
63,55.598,41.973
64,55.598,43.605
65,55.598,44.816
66,55.598,43.638
67,56.002,46.233
68,56.359,45.964
69,56.359,44.336
70,56.359,41.62
71,56.359,41.93
72,56.359,44.284
73,56.359,44.423
74,56.359,42.187
75,56.359,44.649
76,56.359,41.942
77,56.359,40.213
78,56.359,42.034
79,56.359,42.617
80,56.595,44.571
81,56.595,40.233
82,56.595,43.322
83,57.104,43.429
84,57.104,44.862
85,57.104,41.744
86,57.104,45.247
87,57.104,44.581
88,57.104,46.547
89,57.104,45.541
90,57.104,45.006
91,57.104,46.377
92,57.104,46.555
93,57.104,45.966
94,57.104,46.461
95,57.104,45.472
96,57.104,45.264
97,57.104,45.577
98,57.104,43.532
99,57.104,45.691
